course_title_en,course_title_fr,course_code,offering_id,offering_status,month_en,month_fr,training_hours,stream_en,stream_fr,topic_en,topic_fr,offering_language,offering_region,reg_num,reg_status,no_show,student_id,learner_classif,billing_dept_code,billing_dept_name_en,billing_dept_name_fr,client
Service Excellence for Citizens (T178),Bon service (T178),T178,67,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Prairie,2201,Confirmed,0,1977,EX-01,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,67,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Prairie,2202,Confirmed,0,1978,PM-03,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Service Excellence for Citizens (T178),Bon service (T178),T178,67,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Prairie,2203,Confirmed,0,1979,AS-04,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,67,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Prairie,2204,Confirmed,0,1980,EX-01,CES,Canada School of Public Service,École de la fonction publique du Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,81,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,NCR,2205,Confirmed,0,1981,AS-02,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,118,Cancelled - Normal,November,novembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,Ontario,2206,Cancelled - Class Cancelled,0,1982,EC-06,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,95,Open - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,French/Français,Québec,2207,Confirmed,0,1983,EX-01,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,73,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,French/Français,NCR,2208,Confirmed,0,696,EC-04,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,60,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2209,Confirmed,0,1984,PM-03,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,57,Delivered - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2210,Cancelled,0,1985,EC-02,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,106,Open - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2211,Cancelled,0,124,EX-01,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,53,Delivered - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2212,Confirmed,0,1986,EC-04,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,83,Delivered - Normal,August,août,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Pacific,2213,Confirmed,0,1987,EX-01,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,85,Delivered - Normal,August,août,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,2214,Cancelled,1,1988,EX-01,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,88,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,2215,Confirmed,0,1989,AS-04,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,113,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,NCR,2216,Cancelled,0,1990,AS-04,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,99,Open - Normal,November,novembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,2217,Confirmed,0,1991,EC-02,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,98,Open - Normal,February,février,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,Québec,2218,Confirmed,0,1992,AS-02,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,101,Delivered - Normal,July,juillet,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Atlantic,2219,Confirmed,0,1993,EC-06,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,101,Delivered - Normal,July,juillet,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Atlantic,2220,Confirmed,0,1994,EC-02,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,119,Open - Normal,March,mars,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Atlantic,2221,Confirmed,0,1995,PM-03,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,109,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Atlantic,2222,Confirmed,0,1996,EC-04,CES,Canada School of Public Service,École de la fonction publique du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,109,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Atlantic,2223,Cancelled,0,1997,AS-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,123,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Atlantic,2224,Confirmed,0,1998,AS-02,CES,Canada School of Public Service,École de la fonction publique du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,59,Delivered - Normal,September,septembre,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Québec,2225,Confirmed,0,1999,AS-02,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,126,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Ontario,2226,Confirmed,0,2000,AS-04,CES,Canada School of Public Service,École de la fonction publique du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,126,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Ontario,2227,Confirmed,0,1816,EX-01,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,41,Open - Normal,December,décembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,Prairie,2228,Confirmed,0,2001,AS-04,CES,Canada School of Public Service,École de la fonction publique du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,30,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,French/Français,Québec,2229,Confirmed,0,2002,EC-04,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,73,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,French/Français,NCR,2230,Confirmed,0,2003,AS-02,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,73,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,French/Français,NCR,2231,Cancelled,0,2004,EC-06,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,60,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2232,Confirmed,0,1412,EC-06,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,70,Delivered - Normal,August,août,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2233,Cancelled,0,2005,EC-02,CES,Canada School of Public Service,École de la fonction publique du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,70,Delivered - Normal,August,août,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2234,Cancelled,0,2006,PM-03,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,70,Delivered - Normal,August,août,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2235,Confirmed,0,1222,PM-03,CES,Canada School of Public Service,École de la fonction publique du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,70,Delivered - Normal,August,août,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2236,Confirmed,0,2007,AS-02,CES,Canada School of Public Service,École de la fonction publique du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,106,Open - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2237,Cancelled,0,2008,EC-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,44,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Atlantic,2238,Confirmed,0,2009,EC-02,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,129,Open - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,2239,Cancelled,0,356,PM-03,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,125,Open - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,French/Français,NCR,2240,Cancelled,0,2010,EC-02,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,74,Cancelled - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Prairie,2241,Cancelled - Class Cancelled,0,2011,EC-04,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,80,Delivered - Normal,August,août,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Ontario,2242,Confirmed,0,2012,PM-03,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,82,Delivered - Normal,July,juillet,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Pacific,2243,Cancelled,0,2013,EC-02,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,82,Delivered - Normal,July,juillet,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Pacific,2244,Cancelled,0,2014,AS-02,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,83,Delivered - Normal,August,août,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Pacific,2245,Cancelled,0,2015,AS-04,CES,Canada School of Public Service,École de la fonction publique du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,85,Delivered - Normal,August,août,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,2246,Cancelled,0,2016,AS-02,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,115,Open - Normal,December,décembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,NCR,2247,Confirmed,0,2017,AS-02,CES,Canada School of Public Service,École de la fonction publique du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,89,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,Québec,2248,Confirmed,0,2018,EX-01,CBD,Cannabis Canada,Cannabis Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,89,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,Québec,2249,Confirmed,0,2019,EC-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,102,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Québec,2250,Cancelled,1,1286,AS-04,CES,Canada School of Public Service,École de la fonction publique du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,123,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Atlantic,2251,Confirmed,0,2020,EC-06,CBD,Cannabis Canada,Cannabis Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,2252,Cancelled,0,2021,AS-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,59,Delivered - Normal,September,septembre,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Québec,2253,Confirmed,0,1543,AS-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,86,Open - Normal,September,septembre,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Ontario,2254,Cancelled,0,252,AS-04,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,65,Delivered - Normal,September,septembre,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Atlantic,2255,Confirmed,0,2022,EX-01,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,65,Delivered - Normal,September,septembre,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Atlantic,2256,Confirmed,0,2023,PM-03,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
